ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS4000
ITEM: BOX BOUNDS pp pp pp
0 [30, 30, 30]
0 [30, 30, 30]
0 [30, 30, 30]
ITEM: ATOMS id mol type x y z E
1	0	-4.52751	-21.8708	-21.87080	
2	0	-6.61659	-19.6301	-19.63010	
3	0	-3.53591	-20.1469	-20.14690	
4	0	-5.32265	-18.9543	-18.95430	
5	0	-10.1547	-20.2626	-20.26260	
6	0	-4.97826	-18.9656	-18.96560	
7	0	-9.94851	-19.6955	-19.69550	
8	0	-8.50394	-17.4936	-17.49360	
9	0	-17.8072	-4.41312	-4.413120	
10	0	-19.9973	-13.4341	-13.43410	
11	0	-18.2527	-9.37218	-9.372180	
12	0	-21.8065	-16.066	-16.0660	
13	0	-16.8095	-1.81895	-1.818950	
14	0	-19.0557	2.78094	2.780940	
15	0	-17.1957	1.49136	1.491360	
16	0	-17.9194	5.65734	5.657340	
17	0	-7.68597	-23.3693	-23.36930	
18	0	1.8731	-25.9773	-25.97730	
19	0	-5.19335	-24.6098	-24.60980	
20	0	1.68589	30.6308	30.63080	
21	0	-5.04612	-25.4559	-25.45590	
22	0	0.879311	-23.5881	-23.58810	
23	0	-2.10165	29.7983	29.79830	
24	0	-25.2017	-22.274	-22.2740	
25	0	-9.50292	-22.6679	-22.66790	
26	0	-8.18229	-22.6275	-22.62750	
27	0	-20.9818	-16.5342	-16.53420	
28	0	-19.7246	-3.90718	-3.907180	
29	0	-18.1633	6.68543	6.685430	
30	0	-18.5029	9.34273	9.342730	
31	0	-16.0747	9.43117	9.431170	
32	0	-14.8015	15.4871	15.48710	
33	0	8.3226	10.3482	10.34820	
34	0	6.70437	11.1857	11.18570	
35	0	7.61291	16.1803	16.18030	
36	0	8.37257	13.0453	13.04530	
37	0	-13.3801	11.9497	11.94970	
38	0	-8.14223	21.1116	21.11160	
39	0	8.00531	14.665	14.6650	
40	0	-1.05922	28.7907	28.79070	
41	0	-2.51762	31.4715	31.47150	
42	0	28.8521	-27.3295	-27.32950	
43	0	31.7465	-22.5744	-22.57440	
44	0	30.2285	-24.6158	-24.61580	
45	0	-8.03794	-22.7619	-22.76190	
46	0	-23.2182	-20.5718	-20.57180	
47	0	31.4385	-21.0768	-21.07680	
48	0	9.14857	10.8533	10.85330	
49	0	8.05015	10.1949	10.19490	
50	0	9.00565	10.3915	10.39150	
51	0	5.23683	10.9494	10.94940	
52	0	7.08541	11.724	11.7240	
53	0	10.0691	14.0037	14.00370	
54	0	7.67879	14.8219	14.82190	
55	0	7.57641	15.4694	15.46940	
56	0	5.64212	15.5855	15.58550	
57	0	-10.448	17.5172	17.51720	
58	0	9.36466	18.5498	18.54980	
59	0	7.65872	20.7551	20.75510	
60	0	9.01143	24.6526	24.65260	
61	0	10.0932	17.7734	17.77340	
62	0	8.39835	14.8089	14.80890	
63	0	9.72854	16.5399	16.53990	
64	0	-7.4462	26.9517	26.95170	
65	0	-3.02686	26.1709	26.17090	
66	0	-0.295538	22.926	22.9260	
67	0	1.74518	24.5442	24.54420	
68	0	3.2886	25.4523	25.45230	
69	0	3.02933	23.5988	23.59880	
70	0	7.30679	23.822	23.8220	
71	0	-7.66952	27.0949	27.09490	
72	0	-1.83065	32.3661	32.36610	
73	0	-2.33017	29.4343	29.43430	
74	0	-8.10158	29.894	29.8940	
75	0	15.1519	30.71	30.710	
76	0	28.3228	32.1817	32.18170	
77	0	28.8974	-26.7148	-26.71480	
78	0	28.8638	-27.0661	-27.06610	
79	0	-9.90896	31.4266	31.42660	
80	0	9.16242	14.9595	14.95950	
81	0	1.48082	24.2745	24.27450	
82	0	-10.0435	24.1338	24.13380	
83	0	0.766276	28.6948	28.69480	
84	0	-0.598107	30.0949	30.09490	
85	0	-0.910257	23.7939	23.79390	
86	0	3.04359	23.5953	23.59530	
87	0	3.35788	28.6216	28.62160	
88	0	1.77231	26.2744	26.27440	
89	0	2.5902	26.5924	26.59240	
90	0	5.21642	26.0285	26.02850	
91	0	6.28842	24.0933	24.09330	
92	0	-0.160005	26.0304	26.03040	
93	0	1.94161	23.8131	23.81310	
94	0	14.7455	27.9558	27.95580	
95	0	16.679	25.4135	25.41350	
96	0	17.7065	22.3557	22.35570	
97	0	15.0607	24.9456	24.94560	
98	0	19.2418	21.2521	21.25210	
99	0	16.0583	25.5777	25.57770	
100	0	20.1847	21.5647	21.56470	
101	0	22.6827	22.9475	22.94750	
102	0	22.221	23.7209	23.72090	
103	0	-0.337649	-25.5261	-25.52610	
104	0	0.216629	-27.1713	-27.17130	
105	0	1.62332	-23.6086	-23.60860	
106	0	-1.36857	-26.0497	-26.04970	
107	0	7.0475	24.2309	24.23090	
108	0	13.889	30.6641	30.66410	
109	0	16.1767	31.9039	31.90390	
110	0	15.2721	31.8972	31.89720	
111	0	15.7127	30.1224	30.12240	
112	0	16.3013	30.5944	30.59440	
113	0	24.312	28.0474	28.04740	
114	0	25.493	29.4838	29.48380	
115	0	25.7631	30.6141	30.61410	
116	0	23.0011	24.4425	24.44250	
117	0	22.9623	26.4038	26.40380	
118	0	21.7362	28.0848	28.08480	
119	0	-10.9925	32.2978	32.29780	
120	0	16.6952	-25.3079	-25.30790	
121	0	17.7595	-24.4453	-24.44530	
122	0	19.42	32.4628	32.46280	
123	0	20.9012	-25.5032	-25.50320	
124	0	8.55962	15.7135	15.71350	
125	0	8.13941	15.1506	15.15060	
126	0	9.43737	16.7436	16.74360	
127	0	-8.45853	24.8519	24.85190	
128	0	-5.12711	22.3092	22.30920	
129	0	-5.2298	23.1562	23.15620	
130	0	11.7326	18.4984	18.49840	
131	0	11.687	20.1706	20.17060	
132	0	11.0688	17.1837	17.18370	
133	0	12.1399	19.4126	19.41260	
134	0	9.09335	21.2738	21.27380	
135	0	8.3077	21.3234	21.32340	
136	0	-8.96586	23.6382	23.63820	
137	0	-8.71317	24.6946	24.69460	
138	0	-10.6398	24.4414	24.44140	
139	0	-5.32384	29.448	29.4480	
140	0	-6.21783	26.8146	26.81460	
141	0	-5.34045	27.7207	27.72070	
142	0	-0.95316	28.9392	28.93920	
143	0	-4.5302	30.2387	30.23870	
144	0	-0.527896	29.8366	29.83660	
145	0	-2.19699	23.9474	23.94740	
146	0	-2.99748	26.5728	26.57280	
147	0	-2.71855	25.5155	25.51550	
148	0	-1.76402	-25.8454	-25.84540	
149	0	8.34715	20.1969	20.19690	
150	0	5.11318	25.0634	25.06340	
151	0	7.02623	21.0272	21.02720	
152	0	8.08674	27.9406	27.94060	
153	0	7.57038	25.4869	25.48690	
154	0	8.18809	25.9667	25.96670	
155	0	5.67215	24.8063	24.80630	
