ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
4000
ITEM: BOX BOUNDS pp pp pp
0 50
0 50
0 50
ITEM: ATOMS id mol type x y z 
306 2 1 41.77771355108784 17.410008612578437 25.351504999913534
307 2 1 40.961953551087845 18.02360861257844 26.288544999913533
308 2 1 40.79955355108785 19.25464861257844 26.903504999913533
309 2 1 41.10203355108785 20.39024861257844 26.169424999913534
310 2 1 39.97091355108785 21.13272861257844 26.468304999913535
311 2 1 39.78787355108785 22.41200861257844 25.968304999913535
312 2 1 40.39915355108785 23.37176861257844 25.177744999913536
313 2 1 41.37611355108785 24.11408861257844 24.533904999913535
314 2 1 40.639153551087844 24.80560861257844 25.481984999913536
315 2 1 40.704833551087845 25.92224861257844 26.299584999913534
316 2 1 41.588833551087845 24.86712861257844 26.140704999913535
317 2 1 41.03651355108784 25.36176861257844 27.311344999913533
318 2 1 40.84083355108784 24.48464861257844 26.256704999913534
319 2 1 40.03979355108784 24.98024861257844 25.240464999913534
320 2 1 39.11187355108784 24.14848861257844 25.846304999913535
321 2 1 40.43051355108784 23.76168861257844 25.668464999913535
322 2 1 39.16107355108784 24.29312861257844 25.506704999913534
323 2 1 37.96787355108784 24.91784861257844 25.832304999913536
324 2 1 39.01899355108784 24.71712861257844 24.952064999913535
325 2 1 40.07299355108784 23.85760861257844 24.686864999913535
326 2 1 40.970433551087844 24.62352861257844 23.960144999913535
327 2 1 41.48571355108784 23.50408861257844 24.593424999913534
328 2 1 40.305073551087844 22.931848612578438 24.147744999913535
329 2 1 39.264113551087846 22.49496861257844 24.951264999913533
330 2 1 39.650033551087844 23.80512861257844 24.717984999913533
331 2 1 39.83331355108785 25.15760861257844 24.95750499991353
332 2 1 40.13363355108785 24.46576861257844 23.795024999913533
333 2 1 39.98723355108785 24.02584861257844 22.489184999913533
334 2 1 41.173633551087846 24.74080861257844 22.525024999913533
335 2 1 40.607953551087846 25.38704861257844 21.437664999913533
336 2 1 41.64075355108785 25.03752861257844 22.292704999913532
337 2 1 41.52787355108785 23.77064861257844 22.84246499991353
338 2 1 40.99403355108785 23.08616861257844 23.92246499991353
339 2 1 40.68947355108785 23.86488861257844 22.817584999913528
340 2 1 39.44307355108785 23.99736861257844 22.226944999913528
341 2 1 39.960433551087846 25.19296861257844 22.699184999913527
342 2 1 39.21091355108785 24.03392861257844 22.820064999913527
343 2 1 40.04091355108785 25.14344861257844 22.823424999913527
344 2 1 41.05043355108785 25.34784861257844 21.896544999913527
345 2 1 41.37523355108785 25.08336861257844 20.575664999913528
346 2 1 41.094593551087854 25.77824861257844 19.410144999913527
347 2 1 42.12491355108786 25.85832861257844 20.333264999913528
348 2 1 42.36379355108786 26.60384861257844 19.189904999913526
349 2 1 42.042753551087856 25.35248861257844 19.690944999913526
350 2 1 41.424113551087856 24.99080861257844 20.876944999913526
351 2 1 42.44859355108785 25.78464861257844 21.367264999913527
352 2 1 41.335553551087855 25.20336861257844 20.781424999913526
353 2 1 41.246593551087855 26.24384861257844 21.692224999913527
354 2 1 42.47531355108786 26.852568612578438 21.492944999913526
355 2 1 43.85707355108786 26.859528612578437 21.596624999913526
356 2 1 44.21715355108786 27.892088612578437 22.447504999913527
357 2 1 45.21715355108786 28.851208612578436 22.451264999913526
358 2 1 44.67707355108786 28.377688612578435 23.636144999913526
359 2 1 44.27819355108786 27.406968612578435 24.541024999913525
360 2 1 45.39579355108786 26.588408612578434 24.569824999913525
361 2 1 44.55483355108786 25.499688612578435 24.735344999913526
362 2 1 43.70859355108786 25.630008612578436 23.645904999913526
363 2 1 42.37483355108786 25.999528612578438 23.579104999913525
364 2 1 43.53235355108786 26.758088612578437 23.647984999913525
365 2 1 42.19819355108786 27.080008612578435 23.838784999913525
366 2 1 43.02699355108786 27.992808612578436 24.470944999913524
367 2 1 43.30387355108786 26.742808612578436 23.940944999913523
368 2 1 42.27275355108786 27.663448612578435 24.03558499991352
369 2 1 43.38363355108786 28.477128612578436 24.19022499991352
370 2 1 44.229473551087864 28.851448612578437 25.221904999913523
371 2 1 44.97875355108786 29.957688612578437 24.854704999913523
372 2 1 43.940193551087866 29.040648612578437 24.875904999913523
373 2 1 42.696433551087864 29.599528612578435 24.629664999913523
374 2 1 42.14843355108786 28.398408612578436 24.208944999913523
375 2 1 41.86747355108786 28.472728612578436 22.854064999913522
376 2 1 41.089633551087864 28.755928612578437 21.74278499991352
377 2 1 41.416193551087865 29.728328612578437 22.67430499991352
378 2 1 42.62051355108787 29.550008612578438 22.01262499991352
379 2 1 41.78531355108787 29.789528612578437 20.93334499991352
380 2 1 41.18427355108787 31.015928612578435 20.69950499991352
381 2 1 40.44483355108787 31.797688612578433 19.82654499991352
382 2 1 41.210113551087865 32.87640861257843 19.41326499991352
383 2 1 41.02555355108787 33.46160861257843 20.65558499991352
384 2 1 40.47507355108787 34.36488861257843 19.760544999913517
385 2 1 39.720593551087866 34.76248861257843 18.668464999913517
386 2 1 38.50595355108786 34.39808861257843 18.11014499991352
387 2 1 38.626433551087864 35.77080861257843 17.96542499991352
388 2 1 38.736753551087865 35.775208612578425 19.34662499991352
389 2 1 38.30667355108787 37.082248612578425 19.183744999913518
390 2 1 38.486753551087865 35.78712861257843 18.72510499991352
391 2 1 38.05707355108787 37.046568612578426 19.11134499991352
392 2 1 38.73259355108787 36.15728861257843 18.29102499991352
393 2 1 38.632433551087864 36.66552861257843 19.57622499991352
394 2 1 39.40507355108787 37.61256861257843 20.22910499991352
395 2 1 40.735793551087866 37.29080861257843 20.44278499991352
396 2 1 42.06699355108787 36.91544861257843 20.358944999913522
397 2 1 41.25259355108787 35.80296861257843 20.22166499991352
398 2 1 41.53955355108787 34.44752861257843 20.209344999913522
399 2 1 41.15571355108787 35.60728861257843 19.555344999913522
400 2 1 41.45155355108787 34.39664861257843 18.949664999913523
401 3 1 16.306257067297718 15.271235129145982 34.973632552130915
402 3 1 17.15129706729772 14.327235129145983 35.534832552130915
403 3 1 16.13681706729772 14.499955129145983 36.46267255213092
404 3 1 17.26849706729772 13.959715129145982 35.87331255213092
405 3 1 17.15161706729772 13.778595129145982 37.24203255213092
406 3 1 17.079217067297723 13.882035129145983 35.86203255213092
407 3 1 18.129777067297724 13.228755129145982 35.23795255213092
408 3 1 17.786097067297725 12.016995129145982 34.660352552130924
409 3 1 16.720737067297726 11.323235129145981 34.109232552130926
410 3 1 15.589137067297726 11.331715129145982 34.908832552130924
411 3 1 14.846737067297726 10.512755129145981 35.74435255213093
412 3 1 15.223697067297726 9.69267512914598 36.79571255213093
413 3 1 15.712017067297726 8.39923512914598 36.70235255213093
414 3 1 15.828737067297727 8.335635129145981 38.08155255213093
415 3 1 16.222097067297728 9.661315129145981 37.99403255213093
416 3 1 16.30249706729773 11.041875129145982 38.081792552130935
417 3 1 16.970897067297727 11.726595129145982 37.079552552130934
418 3 1 17.35401706729773 13.026115129145982 37.37035255213093
419 3 1 17.86001706729773 13.601395129145981 36.215792552130935
420 3 1 17.46849706729773 12.325475129145982 36.58843255213093
421 3 1 18.38441706729773 13.206435129145982 37.14083255213093
422 3 1 18.869537067297728 11.929715129145983 37.374992552130934
423 3 1 17.58601706729773 11.909795129145982 36.85347255213093
424 3 1 18.24937706729773 13.125955129145982 36.824112552130934
425 3 1 18.51913706729773 13.983955129145983 37.878112552130936
426 3 1 19.72825706729773 13.795875129145983 37.22795255213094
427 3 1 20.85153706729773 12.985555129145983 37.27011255213094
428 3 1 21.42785706729773 14.194435129145983 37.62563255213094
429 3 1 20.60145706729773 14.296275129145982 36.51811255213094
430 3 1 19.53193706729773 14.901555129145983 37.15811255213094
431 3 1 18.86945706729773 14.286675129145983 36.10779255213094
432 3 1 18.85113706729773 13.553795129145984 37.283712552130936
433 3 1 18.043777067297732 14.214195129145985 38.19595255213093
434 3 1 18.775057067297734 14.633555129145984 37.096272552130934
435 3 1 17.941217067297735 13.704275129145984 37.697232552130934
436 3 1 16.674017067297736 13.241395129145983 38.01323255213094
437 3 1 16.832417067297737 11.915715129145983 37.642432552130934
438 3 1 17.470737067297737 13.137715129145983 37.78123255213094
439 3 1 16.544577067297737 14.137635129145982 38.030752552130934
440 3 1 17.328257067297738 13.819635129145983 36.93323255213093
441 3 1 18.285217067297737 14.747715129145982 37.31139255213093
442 3 1 16.977137067297736 14.343315129145982 37.524192552130934
443 3 1 15.738817067297736 14.896675129145981 37.24083255213093
444 3 1 14.480177067297737 15.475315129145981 37.20651255213093
445 3 1 13.287217067297737 15.292595129145981 36.52571255213093
446 3 1 12.737697067297738 14.426515129145981 35.59411255213093
447 3 1 13.126417067297737 15.46763512914598 34.76643255213093
448 3 1 11.926737067297736 15.44347512914598 35.45939255213093
449 3 1 11.853457067297736 16.55443512914598 36.28427255213093
450 3 1 11.198977067297736 17.07059512914598 37.39123255213093
451 3 1 11.072897067297736 16.594915129145978 36.09595255213093
452 3 1 10.018737067297737 16.16611512914598 35.30539255213093
453 3 1 11.331937067297737 16.55163512914598 35.52219255213093
454 3 1 11.556417067297737 15.297635129145979 36.06731255213093
455 3 1 10.720177067297737 14.362995129145979 35.47811255213093
456 3 1 10.833617067297737 13.32723512914598 34.56467255213093
457 3 1 10.114017067297738 13.484755129145979 35.73835255213093
